,Article_ID,Initial value at source,Heat_values
52,2937,10,"[ 5.29123275 10.          5.10874086  7.21129286 10.          5.11528245
 10.          5.          6.58300905  5.          6.60781257  5.00626939
 10.          7.21129286  5.00626939  6.60781257  5.00626939 10.
  5.          5.53927289]"
53,3845,10,"[ 5.01588097  5.02305625  5.02146019  5.13452398  7.95486483  5.0142889
  5.02305625 10.          5.          8.30721904 10.          7.3201531
  5.00237653  5.00475503  5.00475503  5.0206625   5.02305625  5.0142889
  5.0206625   5.01508483  5.00237653  5.02305625  5.0142889   5.00237653
  8.54879184  5.00475503  5.          5.02146019  5.02146019  5.0142889
  5.0206625   5.02305625  5.01986502  8.36450106  5.00237653  5.
  5.          5.02146019  5.02305625  5.02305625  7.40610821  7.95486483
  5.00316914  5.0206625   5.02305625  5.          5.          5.
  5.00316914  5.01588097  5.0142889   5.01986502  5.00475503  7.49878116
  5.01986502  5.          5.          5.          5.0206625   5.02305625]"
54,1570,10,"[ 5.0258056   5.00332032  5.02163203  5.01080125  5.01746285  9.12316672
  5.02664084  5.02497054  8.46722585  5.0157964   5.02497054  5.01496344
  5.02163203  5.01662954  5.01829634  5.02747626  5.01662954  5.00332032
  5.01996383  5.00996934  5.15824724  5.          5.01496344  5.01996383
  5.0258056   5.00415084  5.00996934  5.01996383  5.0224664  10.
  9.84189501  5.0258056   5.02497054  9.29730878  5.02163203  5.02497054
  5.          5.          5.          5.00498153  5.01496344  5.00498153
  5.0258056   8.81392085  9.62240524  5.0258056   5.0258056   5.
  5.          5.01746285  5.          9.48669162  9.23765927  5.00332032
  5.00664343  5.01996383  5.01496344  5.02497054  5.02747626  5.01163334
  8.31658711  5.00332032  5.00996934  5.01080125  5.02163203  5.00332032
  5.02413565  5.01746285  5.02664084]"
55,3471,10,"[ 5.06205344  5.          5.0272796   5.05001458  5.05241831  5.03982123
  8.35998721  5.14713535  7.55727628  5.03683011  5.          5.03623227
  5.05001458  8.35998721  5.03982123  5.          5.05241831  5.05121619
  5.04881347  8.57394792  5.04881347  5.04881347  5.0272796   5.05121619
  5.0272796   5.0272796   5.          5.0272796   5.          5.0272796
  5.0100509   5.05121619  5.03982123  7.74422996  5.05241831  5.05121619
  5.05121619  5.0272796   5.05241831  5.05241831  5.          5.03742809
 10.          5.0272796   5.04101856  5.          5.          5.04941396
  5.03683011  5.05121619  5.05121619  5.05241831  5.          5.
  8.69142165  5.04101856  7.18664193  5.04881347  5.05241831  5.05121619
  5.03982123  5.05121619  5.05121619  6.71310075  5.05241831  5.04101856
  5.05121619  6.52300276  5.05241831]"
56,929,10,"[ 9.42790829  5.04733665  5.20786426  5.          5.04733665  7.95794759
  5.04733665  5.14511649  5.22719222  5.14684904  5.04903567  9.31915156
  5.20786426  5.04733665  5.20786426  5.4796608   5.04054641  5.04054641
  5.22719222  9.02478163  5.04733665  5.04733665  5.04733665  5.14684904
  5.00336614 10.          5.22719222  5.04054641  5.04733665  7.26692042
  5.04054641  6.86692724  5.20786426  5.19735243  5.04054641  5.04054641
  5.00336614  5.04054641  5.          5.19735243  5.          5.
  5.          7.07769475  5.07629931  7.11874026  5.22719222  5.
  5.04733665  5.07117597  7.24251073  5.22719222  5.22719222  5.04054641]"
57,4295,10,"[ 5.         10.         10.          5.37004076 10.         10.
 10.         10.         10.         10.         10.         10.        ]"
58,2536,10,"[ 5.05879525  5.00751575  5.0320862   5.01882847  5.         10.
  5.00751575  5.          5.02829172  5.0320862   5.          7.88077391
  5.0320862   5.0320862   5.01882847  5.01882847  5.03018831  8.2653206
  5.03398542  7.75148718  5.0207185   5.0207185   5.0207185   5.0207185
  5.02260984  7.88077391  9.80483516  5.01882847  9.80483516  5.03588595
  5.03018831  7.52546916  7.33458274  5.20233783  9.80483516  5.00751575
  5.01505234  5.01882847]"
59,2696,10,"[ 5.03257901  5.0129873   5.00071997  5.01950307  5.01877836  5.12579007
  5.01226423  5.01371054  8.47310029  5.01877836  7.96592732  5.01950307
  5.          5.01877836  5.0129873  10.          5.01154135  8.47310029
  5.01226423  5.01877836  5.00071997  5.01950307  5.          5.01877836
  5.01877836  5.01950307  5.01154135  5.          5.01154135  5.01154135
  5.01226423  5.01877836 10.          5.01877836  5.01877836  8.47310029
  5.00071997  5.01877836  7.40415182  5.01950307  5.01154135  5.01877836
  5.01877836  5.01877836  5.01154135  5.01877836  5.01371054  5.01226423
  7.96592732  5.01877836  8.47310029  5.01877836  5.01877836  5.01154135
  8.10190355  5.01877836  5.00144013  5.01154135  5.02022795  5.01877836
  5.00144013  5.01226423  5.02095302]"
60,3494,10,"[10.          9.44713602  5.42656742  5.42656742  5.21732455  5.32234666
  5.32234666  5.67167249  7.69854311  8.39970755  5.42656742  6.06686229
  5.21170733  5.21170733  5.32234666  5.42949151  5.33957617  7.69854311
  5.1088772   5.42656742  5.21170733  5.32234666  5.42656742  5.
  5.42656742  5.64119641  5.42656742  5.64119641  5.42656742  5.67167249
  7.34463614  5.          5.54776126  5.22013544  9.59681232  5.67167249
  7.09216454  5.42656742  5.10612647  5.32234666  6.91978226  6.78887605
  5.67167249]"
61,2350,10,"[ 5.09914237  5.05789355  7.88950889  5.04621819  5.04039872  5.0011461
  7.14825578  7.46193235  6.59580385  5.02185765  5.05789355 10.
  5.05789355  5.05789355  7.02095041  5.04738354  5.21788988  5.06140565
  5.07079273  5.05789355  5.04738354  5.05789355  5.05789355  5.0137847
  6.68705506  5.06961763  5.02070293  5.07432096  5.02185765  5.07079273
  5.06140565  5.02185765  7.57578727  5.06961763  5.02070293  5.
  5.02070293  5.07196832  5.05789355  5.01493654  5.01493654  5.05789355
  5.06961763  5.06140565  5.07079273  7.02095041  5.          6.44223044
  5.02185765]"
62,974,10,"[10.         10.          5.1505644   5.          5.          5.
  5.          5.         10.          7.34991024  5.         10.
  5.         10.         10.          5.37926603  5.          5.
 10.          5.         10.         10.        ]"
63,2591,10,"[ 5.04030064  5.          5.020571    5.02253788  5.02352183  5.02155427
  5.00781911  8.31294934  5.02253788  5.00195277  5.          5.01075681
  8.31294934  5.00781911  5.14818386  5.00879801  5.00781911 10.
  5.02155427  5.02155427  5.020571    5.020571    5.020571    7.66135311
  5.02155427  5.02155427  5.          5.02253788  5.02352183  5.020571
  5.02155427  5.          5.00781911  5.020571    5.02155427  5.020571
  5.01075681  5.02253788  7.66135311  5.020571    7.78777764  5.00781911
 10.          7.37476357  5.01075681  8.44263528  5.02155427  5.02253788
  5.020571    5.02253788  8.31294934  5.01075681  5.02253788  5.02155427]"
64,2199,9,"[4.50094531 4.53808628 4.52183074 4.51611785 4.51516694 4.51992504
 4.51706912 4.52469195 4.64078511 4.52469195 7.62691658 4.52087771
 4.5        4.5        4.52087771 4.52087771 4.52851182 4.52087771
 4.52087771 4.5        4.52087771 7.18742334 4.51706912 4.52087771
 4.51706912 4.52183074 4.51516694 4.52087771 4.52087771 4.52087771
 9.         7.14104068 4.51897271 4.52564639 7.44623939 4.52564639
 4.52087771 4.51516694 4.52087771 4.52087771 4.52469195 7.44623939
 4.52087771 4.52087771 4.52851182 4.52660118 7.3905572  4.52087771
 4.52469195 6.5710203  4.52087771 7.44623939]"
65,4507,10,"[ 5.01957894  5.01655783  5.          5.04234174  7.63327005  5.01655783
  7.02155339  5.21988806  5.01806798  7.02155339  5.0469165   5.05761986
  5.05761986  5.05761986  8.21630541  5.05761986 10.         10.
  7.95386848  5.05455762  5.02411674  5.01806798  5.04386584  5.05455762
  5.05455762  5.04386584  7.13717484  5.02411674  5.01957894  5.04386584
  5.02563098  5.01957894  5.01655783  6.7627026   5.05761986  5.05761986
  5.01806798  5.00300319  5.05761986  5.05761986  5.05761986  7.04919886
  5.02411674]"
66,993,10,"[ 5.06008211  7.28315779 10.         10.          5.         10.
 10.          5.         10.          5.          5.          5.44992742
  5.          5.         10.         10.          7.28315779  7.28315779
  5.        ]"
67,869,10,"[ 5.1505644  10.         10.          5.          5.         10.
  5.         10.         10.          7.34991024 10.         10.
  5.          5.          5.          5.          5.          5.
  5.37926603 10.          5.         10.        ]"
68,4314,10,"[ 5.14939052  5.15977646 10.          5.13076838  5.23223115  7.95415297
  6.92963438  5.18691531  5.19005934  5.13076838  5.18691531  5.19005934
  5.19215682  5.23223115  5.13386561  5.13076838  5.23223115  5.
  7.10061629  5.13180051  5.          6.17038983  5.13076838  5.23223115
  5.19005934  6.64655474  5.15977646  5.09891438  5.19005934  5.19005934
  5.18691531  5.00099579  5.23223115  5.05619258  5.23223115  5.00099579
  6.38059403  5.15977646  5.23223115  5.02999444  5.00099579  5.19005934
  5.          5.23223115  5.37917141  5.23223115  7.86944625  5.15977646
  7.31156567  5.18691531  5.19005934  5.13386561  5.02798703  5.15977646
  5.14524422  6.26791018  5.00099579  5.23223115  5.13076838  5.00099579]"
69,1958,10,"[ 5.01620998  5.00639992  5.00639992  9.87545214  9.87545214  9.87545214
  5.01281119  5.00112858  5.01281119  5.          5.          5.01620998
  5.00639992  5.01620998  5.00112858  5.          5.          5.01281119
  5.01620998  5.0169657   5.          5.01281119  5.00112858 10.
  5.00639992  5.01620998  5.00639992  5.01281119  5.01620998  5.00112858
  5.01620998  5.00112858  5.01281119  5.01620998  5.01620998  5.01734362
  5.01620998  5.01620998  5.0169657   5.01620998  5.01620998  5.01734362
  5.          5.01620998  5.01620998  5.01620998  5.00112858  8.67643838
  5.01620998  5.0169657   5.01620998  5.0169657   5.0169657   5.01620998
  5.00639992  5.01734362  5.01620998  5.01620998  5.01620998  5.01620998
  5.00639992  5.01620998  5.00677674  5.00112858  5.00639992  5.01620998
  5.01620998  5.01620998  5.01620998  5.01620998  5.01620998  5.00112858
  5.01620998  5.0169657   5.09835753  5.00677674  8.67643838  5.00639992
  5.01620998  5.01620998  8.24434943  5.01620998  5.01281119  9.87545214
  5.01620998  5.01281119  5.01620998  9.38252573  8.16456727  5.00639992
  5.01620998  5.01620998  5.0169657   5.00112858  5.          5.01620998
  5.01620998  5.00639992]"
70,1130,10,"[ 5.15271073 10.          5.          5.         10.         10.
 10.          5.         10.          5.         10.          5.
  5.         10.          5.          5.          5.39085392  5.
 10.         10.          7.44153524]"
71,5107,10,"[ 5.02016284  8.49728326  8.6263863   5.00618895  8.0604871   7.38820607
  5.          5.00928842  5.00851324  5.00618895  5.          5.
  5.00618895  5.00618895  5.01006381  5.00154599  5.00851324  5.00618895
  5.00851324  5.00618895  5.00928842  5.00928842  5.00618895  5.00851324
  5.00618895  5.00154599  5.00928842  5.          5.00851324  5.00851324
  5.00154599  5.00077289  5.00618895  5.00928842  8.43606927  5.
  5.          5.00618895  5.00928842  5.00851324  5.01006381  5.00618895
  5.00618895 10.          5.00077289  8.43606927  5.00618895  5.
  5.00618895  5.00618895  5.01006381  5.00928842  5.11748185  5.00618895
  8.01337906  8.43606927  5.00851324  5.00928842  8.43606927  5.00618895
  5.        ]"
72,1384,10,"[ 5.         10.          5.37004076 10.         10.         10.
 10.         10.         10.         10.         10.         10.        ]"
73,5011,10,"[ 5.06131965  5.03982238  5.00566464 10.          5.08871483  5.06275688
  5.08726836  5.08293202  9.38697051  5.26759465  8.62840751  5.00566464
  8.68122715  8.02513759  5.04697539  5.04554377  5.08293202  5.00566464
  5.08726836  5.08726836  5.08726836  5.06131965  5.08726836  5.07860031
  5.07860031  5.00566464  8.02513759  5.05988292  5.06131965  5.05988292
  5.07860031  5.06131965  5.06131965  7.28394451  5.06131965  5.08004369
  5.06419463  5.00566464  5.          5.08726836  5.05988292  5.08726836
  5.00566464  5.05988292  5.06131965  5.05988292  8.17518884  5.00566464
  7.92197924  5.05988292  7.36548018  5.08871483  5.03553669]"
74,1434,10,"[ 5.07801796  5.01469495  5.04059782  5.02576699  7.72271334  7.61547408
 10.          5.00550155  5.04059782  5.22676825  5.03131941  5.02946738
  7.47007055  5.02946738  5.          5.03131941  5.00183264  5.00733781
 10.          5.03317265  5.04431773  7.26182076  6.99564221  5.04059782
  5.03688279  7.0557946   5.00550155 10.          5.00183264  5.00917528
  5.01101396  5.          5.01469495  5.01469495  5.01469495  5.00366649
  5.01469495  7.96697288  5.03502711]"
75,975,10,"[ 5.01478845  5.03831166  8.41764201  5.06696545  5.04203801  7.81048102
  5.05697668  5.01232004 10.          9.30730484  5.00123036  5.
  5.00492362  8.63787239  5.01355406  8.33703118  5.00123036  5.06696545
  5.03831166  5.04079552  5.00246108  5.00123036  5.06696545  5.00492362
  5.00492362  5.03458863  5.00492362  5.00123036  7.21191754  5.06696545
  5.06696545  5.04079552  5.00246108  5.0395534   5.          5.01232004
  7.56081526  5.00369217  5.01232004  5.23915835  5.01602321  5.
  5.05572976  5.01232004  5.          5.00492362  5.          5.01355406
  5.06696545  5.06696545  5.06696545  7.58366972  5.06696545  7.6548877
  5.00492362  5.00492362  5.06696545  5.00246108]"
76,654,10,"[ 5.06263201  5.02260984  5.          5.02260984  5.          5.02260984
  5.02260984  5.02260984  5.20233783  5.01882847  5.          9.80483516
  5.02260984 10.          5.01882847  5.02260984  5.01882847  8.02304877
  5.          5.02260984  5.          9.80483516  7.33458274  9.80483516
  9.80483516  5.01882847  5.01882847  5.02260984  5.          5.
  5.01882847  5.01882847  5.          5.01882847  5.          9.80483516
  7.88077391  9.80483516]"
77,5238,10,"[10.          5.03071585  5.01886234  5.01886234  5.01886234  5.01886234
  5.01886234  5.01886234  5.01472537  5.01886234  5.          5.01886234
  5.02004546  5.01472537  5.0206372   5.01886234  5.01886234  5.01000483
  8.48590044  5.01886234  5.01886234  5.01886234  5.01886234  5.01886234
  5.02241317  5.01059447  5.01886234  5.          5.02004546  5.00941532
  5.01886234  5.01472537  5.00941532  8.60151693  5.01886234  5.01886234
  7.7719333   5.00058753  5.01000483  8.48590044  5.02241317  5.01886234
  5.01886234  8.48590044  5.01000483  5.01886234  5.01886234  5.01886234
  5.01886234  5.0206372   5.01886234  7.30046289  5.          5.0206372
  5.01886234  5.02004546  5.01886234  5.01886234  5.01886234  5.02004546
  8.13319533  5.0206372   5.11326505  5.01886234  5.01472537  5.
  8.48590044  5.          9.88940694]"
78,3556,10,"[ 5.04910112  5.02939384  5.03431229  5.0367736   5.02939384  5.05651442
  9.05991649  5.          9.77805664  8.22261507  5.05404192  5.02939384
  5.          5.          5.          5.05404192  9.88647803  8.6512629
  5.01957367  5.05651442  5.          9.77805664  5.05404192  8.91357394
  9.30183986  5.05651442  8.6512629   5.03431229  5.05404192  5.00244186
  5.00732973  5.          5.03923631  5.31359743  5.05651442  5.04416592
  5.05404192  5.05404192 10.          5.          5.03923631  5.05651442]"
79,4601,10,"[ 5.11798074  7.3734965   5.07112523  5.050382   10.          5.05834119
  5.07272752  5.050382    5.00155996  5.06792351  5.050382    5.06632408
  5.050382    5.04720495  5.050382    5.05834119  5.07112523  5.04403168
  5.04720495  9.82067852  7.02978948  7.15371636  5.04403168  6.40864717
  5.04720495  5.05834119  5.04403168  5.07112523  5.          6.97340235
  5.04720495  5.07112523  5.0695239   5.04561784  5.05834119  7.18728986
  9.82067852  6.92030493  5.25150761  5.04720495  5.04720495]"
80,2667,10,"[ 5.43057081 10.          5.26818707  5.26818707  5.26818707  5.
  5.26818707  7.44040131  5.70293594 10.          7.51237667 10.
  6.70956239  6.38325102  5.01413044 10.          6.41190487 10.        ]"
81,1719,10,"[ 5.08236346  7.14922704  7.14922704  7.14922704 10.          7.14922704
  5.          5.          7.14922704  7.14922704  5.         10.
  5.55964515  5.         10.         10.        ]"
82,1118,10,"[ 5.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.          5.37004076]"
83,5065,10,"[ 5.02242398  5.00798855  5.00958893  5.00798855  5.00958893  5.0039915
  5.00798855  8.41952141  5.00798855  5.          5.00958893  5.00798855
  5.          8.41952141  5.00958893  5.00878863  5.          5.00958893
  5.00798855  5.00798855  8.30263847  5.00798855  5.00958893  5.00958893
  5.0039915   5.00878863  5.00958893  8.54486495  5.00958893  5.01199115
  5.00958893  8.14143302  5.00798855  5.12135828  5.00798855  5.00798855
  5.00958893  5.00958893  5.0071887   8.54486495  5.00958893  5.00958893
  5.00958893  5.00798855  5.00798855  5.00798855  5.00958893  5.01199115
  5.00958893  5.00958893  7.20727294  5.          5.00798855  5.00958893
  7.90490557  5.00878863  5.00958893 10.          5.0071887   7.66410217]"
