,Article_ID,Initial value at source,Heat_values
1997,4114,10,"[ 5.17028765  5.14839243  5.14984659  5.06820186  9.83057741  5.15130154
  5.14984659  5.08944389  5.29930734 10.          5.14839243  8.28183866
  5.118036    5.12235155  5.14839243  5.14839243  5.14984659  5.14984659
  8.28183866  5.06961264  7.54288984  5.13100369  5.12091225  7.24054528
  5.14839243  5.14839243  5.14839243  5.13100369  5.13100369  5.13100369
  5.13100369  5.13100369  5.14839243  6.50490486  5.07243649  5.
  5.02207157  6.74278435  6.1619667   5.14984659  6.07134338  5.14984659
  5.14839243]"
1998,1225,10,"[ 5.         10.         10.          5.37004076 10.         10.
 10.         10.         10.         10.         10.         10.        ]"
1999,3652,10,"[ 9.80970166  5.02516963  5.00456406 10.          5.02631762  5.03091299
  5.00799067  5.02746595  5.01714325  5.00799067  5.01828885  9.71981968
  5.          5.00799067  5.02746595  5.          5.01714325  8.53042507
  5.01714325  5.02516963  5.01142034  5.01714325  5.02631762  5.03206269
  5.00456406  5.          5.03206269  5.02746595  5.          5.02746595
  5.18088754  5.02746595  5.00456406  5.02746595  5.02746595  5.03206269
  5.00799067  8.34339001  8.34339001  9.17323064  5.00114051  5.03091299
  5.01828885  5.00799067  5.01714325  8.34339001  5.02976364  5.
  5.01828885  8.8541771   5.00456406  5.          5.          5.02746595
  5.01370848  5.          5.01370848  8.68516703]"
2000,5380,10,"[ 5.33663576  5.17942135  5.4917544   5.06501131  5.17942135  5.25362958
  5.25793443  5.         10.         10.          7.12831032  5.10933541
  5.10933541  7.12831032  6.50306785  6.0841143   5.06900796  5.1815123
  5.1815123   5.03327194  5.03524353  5.17942135  5.10933541  5.
  5.06900796  5.03130196  6.20377478 10.          5.06900796  5.06900796
  5.03130196  6.01374052  5.          5.95971237  5.10933541]"
2001,5119,10,"[ 5.04768337  5.0583527   5.04768337  9.89843619  5.04768337  5.02465777
  5.04945974  9.80092999  5.0317293   5.06013351  5.05123685  5.06013351
  5.04768337  9.44706872  5.05123685  5.04768337  5.04768337  5.05123685
  8.75706933  5.03704068  9.44706872  5.05123685  5.04945974  5.04768337
  8.05327985  9.80092999  5.04768337  5.03704068  5.00527171  5.
  5.05123685  5.05123685  5.04768337  5.02642455  5.04768337  9.28917303
  5.05123685  5.04768337  5.05123685  8.43873318 10.          5.04768337
  5.04945974  5.05123685  5.04768337  5.05123685  5.04768337  5.00703041
  5.26062137]"
2002,4246,10,"[ 5.14592807 10.          5.02765702  5.29107813  5.          5.05562681
  5.02765702  5.02765702  5.02765702  5.02765702  5.05562681  5.02765702
  9.57430193  5.          9.57430193  6.93561219  5.02765702  6.53761233
  5.          6.34109686  6.15427679  6.36973873  5.05995784  9.77776169
  5.02765702  5.02765702  5.          5.06212617  5.05995784  5.06212617
  5.00211644  5.02765702  6.87346917  5.        ]"
2003,2629,10,"[ 5.         10.          5.37004076 10.         10.         10.
 10.         10.         10.         10.         10.         10.        ]"
2004,4912,10,"[ 5.01011353  5.04657901 10.          5.01156176  5.01156176  5.01156176
  5.01156176  5.01156176  7.8244547   5.01881585  5.01156176  7.51877169
  5.02172353  5.01446081  5.16236147  5.01156176  7.75747606  5.02172353
  7.57444875  7.31851421  5.005774    5.01156176  7.36548285  5.01881585
  5.01156176  7.18836859  5.01011353  5.01156176  5.          8.21500497
  5.0173633   7.31851421  5.01881585  5.01156176  5.01011353  5.01011353
  5.02172353  5.01156176  5.          5.01156176  5.01156176]"
2005,1485,10,"[ 5.          5.16218257  5.          5.03739922  5.16218257  5.03739922
  9.71128495  5.03739922  5.05394956  5.03739922  5.15601958  5.
  5.13911183  5.          5.16064108  5.16218257  5.15755959  9.92443255
  8.21615598  5.03739922  5.16218257  5.16218257  5.13911183  5.00149025
  5.16064108  7.43810745 10.          7.28598759  9.07068634  5.00298098
  5.05394956  5.16218257  5.05998228  6.98540774  5.16064108  5.03739922
  5.16064108  5.13911183  5.13911183  5.3829152   5.16218257  5.13911183
  5.00149025  5.03739922  5.          5.13911183  6.98540774  5.
  5.16218257  5.00447218  5.13911183  5.0389014   5.03739922  5.03739922
  9.07068634  5.16064108]"
2006,509,10,"[ 5.18004858  5.37338186  5.          5.09176415  5.47369498  5.47369498
  5.          5.          5.37593369 10.          8.47792354  5.18004858
  5.27468499  5.47369498  5.18004858  5.          5.00239629  7.8051442
  5.16524243  7.39651469  5.18004858  5.00239629  7.74030849  5.18251987
  5.4762886   5.09176415  5.16524243  5.09176415  5.26214709  5.
  6.93458622  5.16770755  5.26966669  5.          5.18499219  5.27468499
  5.47369498  9.89082938  7.13445436  7.3462495   5.4788833   5.4762886
  5.19489177  9.94471845  5.09176415  5.09176415  5.16524243  5.86954546
  5.16524243]"
2007,5511,10,"[ 5.07494989  7.8559681   5.06674919  5.06674919  5.26594452  5.06674919
  5.07084655  5.07494989  7.98952986  5.07494989  5.06674919  7.11440492
  5.03823473  7.8559681   5.06674919  5.03620912  6.6715867   5.06674919
  5.06674919  5.03418499  5.06674919  5.06674919  5.06674919  5.00399976
  5.06674919  5.06674919  7.8559681   5.         10.          5.06674919
  7.8559681   5.06674919  5.06674919  6.71296019  5.06674919  7.8559681
  5.06674919]"
2008,1758,10,"[ 5.16259717  7.14737352 10.          5.11216356  5.11216356  6.83416582
  7.40532391  7.0407163   5.14171495  7.14737352  6.5405911   5.08875773
  5.0771326   5.11216356  5.11216356  5.11510395  5.08875773  5.0858466
  5.          5.08003404  5.11216356  5.00281569  6.2360343   5.
  5.11510395  5.11216356  5.42627296  6.22661636  5.11216356  7.00785347]"
2009,5061,10,"[ 5.04345333  5.          5.04345333  5.04345333  5.05672187  5.0211383
  5.03938304  5.0211383   8.29914814  5.04040007  5.04752942  8.64452706
  5.03836638  5.03836638  8.29914814 10.          5.02012812  7.46186846
  5.03836638  5.04040007  5.01407463  5.00401417  5.03430332  5.03836638
  5.01407463  5.00401417  8.06672573  8.23778514  5.04650985  5.00401417
  5.01407463  5.16829663  5.01407463  6.92586927  5.04040007  7.01289093
  5.04345333  5.00401417  5.0211383   5.03836638  5.00401417  5.02012812
  5.00401417  5.00401417  5.03836638  5.          5.02012812  7.27111088
  5.03938304  5.00401417  5.0211383   5.04752942  5.00401417]"
2010,1722,10,"[ 5.06570347  5.01720447 10.          5.          5.01336967  5.01145476
  7.15039092  5.01145476  5.01145476  5.01528624  5.01336967  5.01145476
  9.74148369  8.92357643  5.18647123  5.01145476  5.01912436  5.01528624
  7.15039092  8.92357643  5.01336967  5.01336967  7.20239558  5.
  6.88484757  5.01528624  7.20239558  5.01145476  5.01145476  7.15039092
  5.01528624  5.01336967  5.01145476  5.01145476]"
2011,3828,9,"[4.5        9.         9.         9.         9.         9.
 9.         9.         4.87470283 9.         9.        ]"
2012,2494,10,"[ 5.04375079  5.02804733  5.01243086  5.02491709  5.01243086  5.02804733
  5.01243086  5.          7.66920782  7.89162883  5.01243086  5.
 10.          5.01243086  5.26960842 10.          5.01243086  5.01243086
  5.02491709  8.0625999   7.66920782  5.02804733  5.01243086  8.0625999
  7.4226595   5.02491709  8.0625999  10.          5.01243086  5.01243086]"
2013,5157,10,"[ 5.09395621  5.          5.02365127  5.02182476  5.         10.
  5.          5.          5.02365127  5.01271018  5.24586064  5.02182476
  7.97510476  5.06228678  5.0383067   5.          7.31128027  5.02182476
  5.04750556  5.01271018  7.03714242  5.          6.89836206  5.02547899
  5.06228678  7.13145045  7.03714242  5.          5.02365127  5.02182476
  6.73508955  5.01271018  6.29327853  5.01817533  5.          5.
  5.01635242  5.03647055  6.56518317]"
2014,4976,10,"[ 5.11118179  5.03609148  5.05091734  5.          5.09363871  5.03609148
  5.          5.03609148  8.22895558 10.          6.95980103  5.0532067
  5.06814279  5.04292236  5.04178248  5.04178248  6.53648764  6.6882268
  6.45587436  5.09363871  5.09363871  6.1614336   5.0532067   5.03609148
  6.45587436  5.09363871  5.00784635  5.09363871  5.04292236  5.03609148
  5.05206174  5.03609148  5.09480421  5.05206174  5.09713694  6.10134805
  5.03609148  5.0532067   5.09363871  5.09363871  5.21308494  5.04406281
  5.04292236  6.73144104  5.06353685]"
2015,5111,10,"[ 5.02159941  5.01209682  5.01315112  8.745932    8.52310396  5.01209682
  5.01367842  8.63116888  5.          5.01315112  5.01156982  5.01156982
  5.01156982  5.01104291  5.01262393  5.01315112  5.01315112  5.01315112
  5.01367842  5.01315112  5.01315112  5.01104291  5.01367842  8.63116888
  5.01315112  8.63116888  5.01209682  5.01367842  5.01209682  5.01209682
  5.          5.01209682  5.01209682  5.01315112  5.01209682  5.01262393
  5.01315112  5.01315112  5.          5.01209682  5.01315112  5.01315112
 10.          5.01315112  5.01315112  5.01104291  5.01209682  5.01315112
  5.01209682  5.          8.745932    5.01209682  5.01209682  5.01262393
  8.63116888  5.01315112  5.01209682  5.01209682  5.01209682  5.01209682
  5.01209682  5.          8.63116888  5.01104291  5.01209682  5.01209682
  5.01209682  5.01209682  5.10147074  5.01367842  5.01209682  7.68171889
  5.01262393  5.01315112]"
2016,3962,10,"[ 5.01575682  8.06712332  5.02578088  5.01575682  5.00944373  5.01575682
  5.01154656  5.01575682  5.00104777  5.01575682  5.01733726  8.80689342
  5.00944373  5.01575682  5.01575682  5.01575682  5.01575682  5.
  8.63217329  5.00944373  5.01575682  5.01575682  5.01575682  5.00104777
 10.          5.00052384  5.01575682  5.01575682  5.01575682  5.0015718
  5.01575682  5.01154656  5.01733726  8.23512197  5.01575682  5.01154656
  5.01628354  5.          5.01575682  8.63217329  5.01154656  5.00052384
  5.01154656  5.01154656  5.01575682  5.00944373  5.00052384  5.00104777
  5.01575682  7.48548048  8.63217329  5.00104777  5.01575682 10.
  5.          5.01575682  5.01733726  5.00996929  5.01154656  5.01786426
  5.01575682  5.01733726  5.01575682  5.00944373  7.53898504  5.01733726
  5.01733726  5.          5.01733726  5.00052384  5.01575682  5.00104777
  5.10506516  5.00104777]"
2017,4449,10,"[10.          5.242188    5.1571445   6.73307436  6.73307436  5.15178101
  6.09890613  8.91443136  5.16521737  5.1571445   6.34528424  5.07821697
  5.07564158  5.96108319  5.00247156  5.04754425  5.86373933  5.1571445
  8.91443136  5.38121467  5.1571445   5.          5.0099066   5.00247156
  6.66576968  5.15178101  5.1571445 ]"
2018,5269,10,"[ 5.          5.02076856  9.36044418  5.          5.01845545  5.
  5.0215399   5.01306353  5.01306353  5.01306353  5.01460331  5.0215399
  5.14615067  5.01383334  5.0215399   5.0215399   5.01999737  5.02076856
  5.01306353  5.01306353  5.0215399   5.          8.59216009  5.00614205
  5.0215399   5.02076856  9.91997886  9.91997886  5.01460331  5.00306981
  5.0215399   5.01537343  5.01999737  5.00306981  9.23967684  5.00306981
  5.01306353  5.00306981  5.01306353  5.00306981  5.01460331  5.0223114
  5.          5.02076856  5.0215399   5.0223114   5.01460331  5.01999737
  5.02076856  5.0215399   5.01460331  9.84243426  5.01460331  5.01460331
  5.01306353  5.02076856  5.02076856  8.43087088 10.          5.00306981
  5.          9.29922115  5.01383334  5.0215399   5.01306353  5.0215399
  5.00306981  5.0223114   5.02076856  5.          8.43087088]"
2019,5495,10,"[ 5.02261131  5.06974091  5.03868214  5.05822326  5.01194803  5.02728921
  5.03868214  5.02728921  5.02261131  8.63659063  5.05822326  5.02327911
  7.4328464   5.02662046  5.05822326  5.05822326  5.05822326  5.02261131
  5.02261131  5.03868214  5.05822326  5.03868214 10.          5.05822326
  5.05822326  5.03868214  5.02728921  6.91563121  5.03868214  5.03868214
  5.01194803  5.03868214  5.02728921  5.02394706  5.01194803  5.05822326
  5.05822326  5.02662046  5.05822326  5.05822326  5.05822326  5.05822326
  5.05822326  6.66848984  5.         10.          8.63659063  5.01194803
  5.05822326  5.05822326  5.05822326  5.02662046  5.02261131  5.01194803
  5.05822326  5.01128291  7.02239267  6.48041127  5.01128291  5.02728921
  8.63659063  5.02728921  5.02728921  5.05822326  5.15936617]"
2020,4861,10,"[ 5.10949431  8.74781959  5.          5.10277891  5.13476926  7.69581291
  5.10277891 10.          5.05771906  7.2560958   5.02134789  5.02134789
  5.02134789  5.13307972  8.90951411  7.05477746  5.13307972  7.3090525
  5.10277891  5.13307972  5.05439986  5.          5.13307972  5.
  5.13307972  5.05439986  8.90951411  5.          5.13307972  5.13307972
 10.          5.13307972  5.05439986  5.13307972  5.01970196  5.
  5.          5.          5.13645944  5.13307972  5.         10.
  5.13476926  5.13645944  5.13307972  5.10277891  5.13476926  5.01970196
  5.0262895   5.13307972  5.344073  ]"
2021,1472,10,"[ 5.15271073  5.          5.          5.          5.         10.
 10.          5.         10.          5.          7.44153524  5.
  5.39085392  5.         10.         10.         10.         10.
 10.          5.         10.        ]"
2022,426,10,"[ 5.08725139  5.14095343  5.08370766  5.08016844  5.06605662  5.
  7.69136744 10.          5.34301498  5.06605662  7.4354627   7.32618863
  5.08725139  5.08725139 10.          7.62208671  5.0555199   5.08370766
  5.04851779 10.         10.          5.08016844  6.78445034  5.05902766
  5.07310353  5.08725139  7.55652935  5.08370766]"
2023,4372,10,"[ 5.04879337  5.          5.02937957  5.03039808  5.02632622  5.02937957
  5.00100805  5.00706387  5.15954516  5.02937957  5.02937957  5.02530916
 10.          5.03039808  5.02937957  5.01819988  7.86124014  5.02937957
  5.03039808  5.02327613  5.02937957  5.02937957  5.02022929  5.01819988
  5.02937957  5.01819988  5.02530916  5.02530916  5.          5.02022929
  5.03039808  5.          8.29606746  5.01819988  5.03039808  8.29606746
  7.32639604  8.29606746  5.00706387  5.02937957  5.02937957  5.02124454
  7.12874195  7.72655161  5.02937957  5.02937957  7.81487229  5.02937957
  5.02937957  5.02937957  5.00706387  7.20905951  5.00908536]"
2024,4966,10,"[ 5.38357182  5.56033751  5.38357182 10.          5.63782905  8.7425246
  8.7425246   5.42097921  8.16188438 10.          5.40848179  8.3598155
  5.2485681   7.79417487  5.56033751  5.          6.47359381  9.89348038
  7.92376554 10.          5.04643824]"
2025,2760,10,"[ 9.78675001  5.01428563  9.4683592   5.02144918  5.02144918  5.01924354
  5.02144918  5.01924354  5.01208424  5.02034619  5.0170392   5.02089765
  5.0170392   5.02089765  5.02144918  5.01924354  5.02144918  9.92688515
 10.          5.02034619  5.01208424  5.02089765  5.01208424  5.0170392
  5.          5.0170392   5.02089765  5.01428563  5.02034619  5.01428563
  5.02089765  5.01924354  5.02089765  5.12150711  5.02034619  5.02144918
  5.01924354  9.03741633  5.02144918  5.01648832  5.02089765  5.01428563
  5.01208424 10.          5.01924354  5.0065865   5.01208424  5.02034619
  8.18890788  5.01924354  8.6020679   5.0065865   5.01208424  5.01428563
  5.0065865   5.01924354  5.02034619  5.01648832  5.02034619  5.02034619
  5.02034619  5.02034619  5.0065865   5.02089765  9.92688515  5.01648832
  5.02034619  5.01428563  5.01208424  5.01428563  5.02089765  5.01648832
  5.02089765  5.01428563  5.0065865   9.24213314  5.02144918  5.01924354
  5.01428563  5.00713591  5.01924354  5.02034619]"
2026,1392,10,"[ 5.11745371  5.02704288  5.02704288  5.02704288  5.          8.54942623
  8.7148503   5.09710699  5.10344951  5.10344951  5.09710699  8.07275747
  5.02704288  5.1149023   5.10344951  7.23330789  5.          5.11235321
  7.58307213  5.09710699  5.0907788   5.09710699  5.00122339  6.46281056
  5.1149023   7.80575252  5.07816531  5.02704288  5.07942409  5.02704288
  5.11235321  5.10471974  6.24750369  5.11235321  5.11362747  5.25336114
  5.1149023   5.08068344  5.07816531 10.          5.          5.11617772
  5.07816531  5.          5.0907788   5.09710699 10.        ]"
2027,4581,10,"[ 5.13061704  5.08814611  5.02563193  5.03466049  5.00127585  5.09341991
  5.03207786  7.48015328  5.05671176  5.08946362  5.08946362  5.02563193
  5.02820847  5.06192609  7.18072876  5.          5.00382936  5.05671176
  5.02820847  6.82304034  5.07107492  5.00127585  5.03207786  5.08682921
  6.45704899  7.44259332  7.0710752   5.08814611  5.02563193  6.2572023
  5.05671176  5.08814611  5.05801442  5.03336887  5.03336887 10.
  5.03207786  5.08682921  5.25775735  5.08814611  5.07631642  6.5192044
  5.0025523   7.48015328  5.03207786  5.02563193]"
2028,2996,10,"[ 5.08458433  5.         10.         10.         10.          5.
  5.         10.          5.         10.         10.          5.26878362
  5.          5.          5.00333532 10.          7.62727379  5.
  5.00333532  5.          5.          7.62727379  5.         10.
  5.          5.00333532  5.          5.          5.        ]"
2029,3374,10,"[ 5.06295121  5.19118562  5.          9.69953926  9.37383514  9.77101235
  5.1672014   5.18638008  5.          5.          5.16241757  8.51708624
  5.1672014   5.18397895  5.49524648  5.19118562  5.17917993  5.
  5.1672014   5.1672014   5.16241757  9.2566574   5.16241757  5.09353657
  5.16241757  5.16241757  5.12667657  5.1672014  10.          8.51708624
  5.06295121  5.06529754  5.          7.74901525  5.16241757  5.1815789
  8.09414764  5.          5.16241757  5.1672014   5.16241757  5.
  5.12667657  5.          5.06529754  7.29515355  5.16241757]"
2030,3611,10,"[ 5.01493341  5.01642992  5.01642992  5.01493341  9.55851418  5.01493341
  5.01493341  5.01493341  5.01493341  5.01642992  9.3653706   5.01642992
  8.64334034  5.01493341  5.01493341  5.01642992  9.84380388  5.01642992
  9.84380388  5.01194211  5.13881295  5.01343747  5.01642992  5.01642992
  5.00149075  9.84380388  5.00223634  5.0007453   5.01642992  5.00149075
  5.01642992  5.01642992  5.          5.01642992  5.01493341  5.01642992
  5.01493341  5.0007453   5.01642992  5.0007453   5.01493341 10.
  5.01642992  5.01493341  5.01642992  5.01642992  5.01493341  5.01493341
  5.01642992  5.00149075  5.00149075  5.01642992  5.01642992  8.64334034
  5.01642992 10.          5.01642992  5.01493341  5.01642992  5.01642992
  5.01493341 10.          5.00970016  5.          5.01493341  5.01493341
  5.01493341  5.01194211  5.01642992  5.01493341  5.01642992  5.00149075]"
2031,277,10,"[ 5.23905155  5.         10.          7.23784641  6.49820204  5.399756
  5.03539199  5.0871339   5.03539199  5.0871339   5.         10.
  5.08259362  5.03539199  5.0376203   5.03539199  5.0871339   6.25841621
  5.0376203   5.01100742  5.0871339  10.          5.0871339  10.
  5.          5.15618913  5.          5.03539199  5.          5.0376203
  6.16770146 10.          5.0376203   6.13196541]"
2032,4362,10,"[ 7.33536148  5.10014829  5.04860441  5.01610689  5.25835279  5.01408837
  6.95447522  5.02622159 10.          6.82199293  5.0384081   5.
  6.75147284  7.33536148  7.42248     5.0384081   5.02419569  7.46867475
 10.          5.02622159  5.          5.0384081   5.01207134  5.02014834
  5.02014834  5.0384081   7.46867475  5.0384081   5.04248216  5.02824897
  5.01610689  5.0384081   5.0384081   5.0384081   5.          5.00200822
  5.0384081 ]"
2033,1538,10,"[ 5.09850246  5.24259198  5.03700777  5.05669282  5.05669282  5.05471784
  5.0527443   7.7994959   5.05471784  9.80136077  9.80136077  5.05669282
 10.          5.05669282  5.03504716  5.05669282  5.05669282  5.03504716
  7.32325195  7.9344466   9.80136077  7.32325195  5.          5.001935
  5.03504716  9.80136077  5.          5.03504716  5.0527443   5.0527443
  5.05669282  5.05471784  6.7459248   5.05471784  5.05669282  5.001935
  5.0527443 ]"
2034,4407,10,"[ 5.         10.         10.         10.         10.         10.
 10.         10.         10.          5.37004076 10.         10.        ]"
2035,622,10,"[10.         10.          5.         10.         10.         10.
 10.          5.37004076 10.         10.         10.         10.        ]"
2036,1308,10,"[ 5.1505644   5.          5.         10.         10.         10.
  5.37926603 10.          5.          5.          5.          5.
 10.          5.          7.34991024  5.          5.         10.
  5.         10.         10.         10.        ]"
2037,873,10,"[ 5.1310698   5.15410941  5.14422123  5.          9.61034996  9.04743341
  5.1310698   5.14751494  5.14422123  5.          5.15410941 10.
  5.1310698   5.14422123  5.14751494  9.15977631  5.11795578  5.15410941
  5.07072931  5.07072931  5.07072931  5.1310698   5.15575949  9.5398349
  5.          5.07072931  8.48799349  5.1310698   5.07072931  8.16523884
  5.1310698   5.07072931  5.11141276  5.07072931  5.1310698   5.14586779
  5.13928505  7.31760961  5.11304764  7.0018423   5.11795578  5.37362247
  7.72611584  5.11631915  5.15575949  5.11304764  5.07072931  5.13271168
  5.11959299  5.14916268  5.          5.15410941  5.1310698 ]"
2038,2785,10,"[ 5.02416894  5.03877401  5.02295537  5.00843464  5.03755394  7.45892904
  5.03816391  5.00120334  5.03816391  5.02295537  5.          5.00120334
  5.03207033  5.00843464  5.          5.03877401  5.02295537  7.48837632
  5.          5.03877401  5.03755394  5.00120334  5.03816391  5.
  5.03816391 10.          5.00180521  5.03816391  5.          5.
  5.00843464  8.43674477  5.00843464  5.03877401  5.00843464  5.00843464
  8.55442336  5.03877401  8.49460426  5.          5.03877401  5.03877401
  5.00843464  5.00180521  5.03755394  5.00120334  5.03816391  5.03877401
  5.02295537  6.91726647  6.72871612  5.03816391  5.          5.1318463
  5.03816391  6.70095982  5.00180521  5.02295537  5.03755394  5.03877401
  5.03755394  5.00903812  7.99063227  5.03816391  5.03755394  5.03816391
  5.        ]"
2039,1217,10,"[ 5.05977008  5.0778742   5.0778742   5.04474457  5.0778742   9.9006891
  5.01634873  5.07938651  5.08392679  5.07938651  5.0778742   5.06127569
  5.0824128   5.01634873  8.95928782  5.08089938  7.9044087   9.9006891
  5.07938651  5.0778742   5.08392679  5.0778742   5.          5.07938651
  5.02828056  5.04474457  5.07938651  7.71836479  5.07938651  5.26498468
  5.0778742   5.04474457  5.07938651  5.0778742   5.04474457  5.02977452
  5.07938651  8.61412301 10.          8.41640926  5.01783828  5.07938651
  5.0778742   5.0778742   5.0778742   5.04474457  5.05225038  8.72211196
  7.43530988  5.01783828  5.02529429  5.0778742 ]"
2040,2779,10,"[ 5.02459002  5.          5.01534416  5.00868498  5.00408378  8.75896344
  5.          5.01534416  5.00408378  8.00489267  8.59050338  5.00817337
  5.          5.00817337  5.01534416  5.01534416  5.01637002  5.01175654
  5.          5.01534416  5.00817337  5.01585705  7.50141934  5.01175654
  5.00817337  5.01637002  5.00408378  5.01534416  5.01534416  5.01534416
  5.01534416  5.          5.00408378  7.50141934  5.01637002  8.64498607
  5.01534416  5.          8.64498607  5.          5.01483137  5.
  5.01534416  7.73018913  5.01637002  5.00408378  5.01534416  5.00817337
  5.10332876  5.01637002  5.01534416  5.01534416  5.          5.01637002
  5.01534416  5.          5.          5.          8.29453389 10.
  5.01637002  5.01534416  5.          5.          5.          5.01585705
  5.01637002  5.01637002  5.00561669  5.01483137  5.01637002  5.01637002
  5.01534416  5.          5.00051015]"
2041,1894,10,"[ 5.15271073 10.         10.          5.         10.          5.
 10.          5.          5.         10.         10.          7.44153524
  5.          5.         10.         10.          5.          5.39085392
  5.          5.         10.        ]"
2042,1986,10,"[10.          5.          5.37004076 10.         10.         10.
 10.         10.         10.         10.         10.         10.        ]"
2043,4335,10,"[ 5.00462177  8.8777272   5.01440314  5.00462177  5.00462177  5.00822159
  8.20243641  5.00719261  5.00462177  5.          5.          5.00462177
  5.00051316  5.          5.          8.64207132  5.00462177  5.
  5.00462177  5.00462177  5.00667826  5.00051316  5.00102642  5.
  5.00462177  5.00667826  5.00462177  5.          8.24605802  5.00462177
  5.00667826  5.00667826  5.00462177  8.20243641  5.00051316  5.
  5.          5.00462177  5.00462177  5.00462177  5.00462177  5.00462177
  5.00051316 10.          5.00462177  5.00462177 10.          8.64207132
  5.00462177  5.00051316  8.20243641  8.64207132  5.00667826  5.
  5.00051316  5.00719261  5.00102642  5.00462177  5.00462177  5.00051316
  5.00051316  5.00102642  5.00462177  5.          5.00667826  5.09279563
  5.00462177  5.          5.00667826  5.          5.00462177  5.00051316
  5.          5.00462177  5.00462177]"
2044,2509,10,"[ 5.15271073 10.          5.         10.          5.         10.
  7.44153524  5.         10.          5.          5.         10.
  5.         10.         10.          5.39085392  5.         10.
  5.         10.          5.        ]"
2045,3184,10,"[ 5.07479396  5.02542024 10.          5.03432428  5.00109973  7.95404105
  5.05222941  5.02542024  5.03320951  5.03655534  5.03320951  5.03098149
  5.05222941  7.06838249  6.95280961  7.2712599   5.03432428  5.00109973
  5.05222941  5.05222941  9.36730523  5.02542024  6.46977388  5.03655534
  5.05335279  5.02542024  5.03209525  5.05222941  5.02542024  7.13170251
  5.03655534  5.02542024  5.          5.00219996  7.19918924  7.09954576
  5.03209525  5.03655534  5.03209525  5.03655534  5.17890119  5.03209525
  5.03320951  5.03209525  5.02986823  5.00330069  5.03655534]"
2046,865,10,"[ 5.14952549  5.09282093  5.10048608  5.05481032  5.10048608  7.87557376
 10.          5.10048608  8.10509189  7.11501834  5.          5.05481032
 10.         10.         10.          5.05481032  5.09792868  5.10048608
  5.          5.05732811 10.          5.10304582  5.09282093  5.10048608
  5.09792868  5.09282093  5.31563248  5.09282093  5.09792868  6.55090755
 10.          5.10048608  5.09282093]"
2047,5427,10,"[ 5.44137237  8.37158588  8.12733201 10.          6.51806995  5.23112265
  6.09230416  5.61525302  5.94393216  5.15683194  5.15232392  5.85604275
  5.0822772   5.          5.79796333  8.12733201  5.80978165]"
2048,5089,10,"[ 8.69156157  5.01345031  5.00555807  5.          5.00555807  5.00463098
  5.00463098  8.8029912   5.00509449  8.74646812  5.          5.00463098
  5.00509449  5.00509449  5.00555807  5.00555807 10.          5.
  8.21834606  5.00555807  5.00509449  5.00555807  5.00555807  5.00463098
  5.          5.          5.00509449 10.          5.00555807  5.00463098
  5.00463098  5.00555807  5.          5.00555807  5.00463098  8.8029912
  5.00555807  5.00509449  5.00555807  5.00463098  5.00555807  5.00463098
  5.00463098  5.00509449  5.00555807  5.00463098  5.00509449  5.00555807
  5.00509449  5.00509449  5.00555807  5.00555807  5.00555807  5.00463098
  5.00509449  5.00509449  5.00555807  8.69156157  5.00509449  5.
  5.00555807  5.00509449  5.00555807  5.00555807  5.00509449  8.69156157
  5.          5.00555807  5.00509449  5.00555807  5.          8.8029912
  5.00463098  5.08783935  5.00555807  5.00509449  5.00555807  5.00555807
  5.00555807]"
2049,3968,10,"[ 5.23876449  5.12248537  5.07005915  5.06414028  5.08343084  5.06266287
  5.06266287  5.05381779  5.06561861  5.08343084  5.00143823  5.08492123
  5.06266287 10.          5.08492123  7.42052885  7.08496137  5.
  5.06561861  5.06266287  5.05381779  6.75751661  5.08194138  5.06561861
  5.07005915  7.15928862  6.17539593  5.06561861  5.07302414  5.07154118
  5.08343084  6.92104019  6.56199071  5.06266287  9.26922693  5.07005915
  5.08343084  5.06561861  5.06561861  6.98317693]"
2050,419,10,"[ 5.01739453  5.          5.          5.01477852  5.03138745  5.02350795
  5.04280755  5.          5.03138745  5.01565025  5.01477852  5.04280755
  5.1604736   5.02963456  5.01565025  5.01477852  5.01477852  5.03051087
  5.04280755  7.69469803  7.48078617  5.02438237  5.01565025  5.03138745
  5.          5.01477852  5.04280755  7.81639362  5.04280755  7.19219041
  5.03138745  5.04280755  5.01739453  5.01477852  5.01565025  5.04280755
  5.01477852  5.03138745  5.04280755  5.02875852  5.01565025  5.03051087
  5.02438237  5.03051087  7.19219041  5.01739453 10.          7.24426013
  5.01477852  5.03138745  8.50357956  6.83339556  5.03138745  5.03138745
  7.77460757  5.03051087  5.04280755]"
2051,483,10,"[10.          8.64791081  7.96825759  5.39931758  7.0236227   7.52338798
  5.25113033  5.277716    5.28438704  5.37882513  6.8762792   5.
  5.14634691  9.15277023  5.55240683  5.61648446  5.51717504  5.30445945
  5.51717504  5.49616072  6.15304239  8.81766539  7.26370742  7.00681748
  5.          5.51717504]"
